# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9M of event 'cycles:P'
# Event count (approx.): 6473507343178
#
# Overhead  Command        Shared Object               Symbol                                         
# ........  .............  ..........................  ...............................................
#
     0.00%  my_executable  [kernel.vmlinux]            [k] uncharge_folio
     0.00%  my_executable  [kernel.vmlinux]            [k] __run_timers
     0.00%  my_executable  [kernel.vmlinux]            [k] plist_del
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000010754
     0.00%  my_executable  [kernel.vmlinux]            [k] unmap_page_range
     0.00%  my_executable  [kernel.vmlinux]            [k] __pmd_trans_huge_lock
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000159fdd
     0.00%  my_executable  [kernel.vmlinux]            [k] nmi_restore
     0.00%  my_executable  libfabric.so.1.24.0         [.] 0x0000000000005af0
     0.00%  my_executable  [kernel.vmlinux]            [k] zone_watermark_ok
     0.00%  my_executable  [kernel.vmlinux]            [k] filemap_map_pages
     0.00%  my_executable  libopen-pal.so.80.0.2       [.] 0x000000000002ca4b
     0.00%  my_executable  [kernel.vmlinux]            [k] futex_wait
     0.00%  my_executable  [kernel.vmlinux]            [k] __note_gp_changes
     0.00%  my_executable  [kernel.vmlinux]            [k] asm_common_interrupt
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_core_si
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000eb3f
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000dc22
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000db3f
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_schedule_loss_probe
     0.00%  my_executable  [kernel.vmlinux]            [k] pick_next_task_rt
     0.00%  my_executable  [kernel.vmlinux]            [k] __common_interrupt
     0.00%  my_executable  [kernel.vmlinux]            [k] __nlmsg_put
     0.00%  my_executable  [kernel.vmlinux]            [k] ip6_mc_input
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000daee
     0.00%  my_executable  [kernel.vmlinux]            [k] ntp_tick_length
     0.00%  my_executable  [kernel.vmlinux]            [k] note_interrupt
     0.00%  my_executable  [kernel.vmlinux]            [k] vruntime_eligible
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000da53
     0.00%  my_executable  libstencil.so               [.] GOMP_loop_ull_nonmonotonic_dynamic_next@plt
     0.00%  my_executable  [kernel.vmlinux]            [k] __msecs_to_jiffies
     0.00%  my_executable  [kernel.vmlinux]            [k] perf_ctx_enable
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000ddae
     0.00%  my_executable  [kernel.vmlinux]            [k] select_task_rq_rt
     0.00%  my_executable  [kernel.vmlinux]            [k] early_xen_iret_patch
     0.00%  my_executable  [kernel.vmlinux]            [k] perf_sample_event_took
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073560
     0.00%  my_executable  [kernel.vmlinux]            [k] try_to_unmap_flush
     0.00%  my_executable  [kernel.vmlinux]            [k] can_change_pte_writable
     0.00%  my_executable  [kernel.vmlinux]            [k] skb_network_protocol
     0.00%  my_executable  [kernel.vmlinux]            [k] pmd_val
     0.00%  my_executable  [kernel.vmlinux]            [k] __x2apic_send_IPI_dest
     0.00%  my_executable  [kernel.vmlinux]            [k] tlb_gather_mmu
     0.00%  my_executable  [kernel.vmlinux]            [k] __dev_queue_xmit
     0.00%  my_executable  [kernel.vmlinux]            [k] __netif_reschedule
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000730d8
     0.00%  my_executable  [igb]                       [k] 0x000000000000a4b1
     0.00%  my_executable  [igb]                       [k] 0x000000000000b20d
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009639
     0.00%  my_executable  [igb]                       [k] 0x0000000000008800
     0.00%  my_executable  [kernel.vmlinux]            [k] __tcp_select_window
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_current_mss
     0.00%  my_executable  [kernel.vmlinux]            [k] folio_isolate_lru
     0.00%  my_executable  [kernel.vmlinux]            [k] wakeup_preempt
     0.00%  my_executable  [kernel.vmlinux]            [k] migrate_folio_extra
     0.00%  my_executable  [kernel.vmlinux]            [k] fq_codel_enqueue
     0.00%  my_executable  [kernel.vmlinux]            [k] kfree_skbmem
     0.00%  my_executable  [igb]                       [k] 0x0000000000008809
     0.00%  my_executable  [igb]                       [k] 0x000000000000a5b6
     0.00%  my_executable  [kernel.vmlinux]            [k] dequeue_func
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000734e4
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073499
     0.00%  my_executable  [kernel.vmlinux]            [k] napi_schedule_prep
     0.00%  my_executable  [kernel.vmlinux]            [k] wake_up_state
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000731c0
     0.00%  my_executable  [kernel.vmlinux]            [k] folio_unlock
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000e864
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000731ec
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073570
     0.00%  my_executable  [kernel.vmlinux]            [k] native_flush_tlb_multi
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073a06
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007326b
     0.00%  my_executable  [kernel.vmlinux]            [k] __filemap_get_folio
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000733df
     0.00%  my_executable  [kernel.vmlinux]            [k] __bitmap_or_equal
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000731a5
     0.00%  my_executable  [kernel.vmlinux]            [k] detach_if_pending
     0.00%  my_executable  [igb]                       [k] 0x000000000000a4b4
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073a3d
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007341f
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000739e7
     0.00%  my_executable  [kernel.vmlinux]            [k] pmdp_set_access_flags
     0.00%  my_executable  [kernel.vmlinux]            [k] netif_skb_features
     0.00%  my_executable  [kernel.vmlinux]            [k] free_unref_page_list
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073b8b
     0.00%  my_executable  [kernel.vmlinux]            [k] __mod_timer
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073a6b
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000731c8
     0.00%  my_executable  [igb]                       [k] 0x000000000000aa03
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073e01
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073422
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073352
     0.00%  my_executable  [kernel.vmlinux]            [k] hrtick_update
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073611
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073946
     0.00%  my_executable  [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073994
     0.00%  my_executable  [kernel.vmlinux]            [k] irq_entries_start
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073ae2
     0.00%  my_executable  [kernel.vmlinux]            [k] rt6_score_route
     0.00%  my_executable  [kernel.vmlinux]            [k] pgd_none
     0.00%  my_executable  [igb]                       [k] 0x000000000000b69a
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073a73
     0.00%  my_executable  [kernel.vmlinux]            [k] __rb_insert_augmented
     0.00%  my_executable  [kernel.vmlinux]            [k] pick_next_entity
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073175
     0.00%  my_executable  [kernel.vmlinux]            [k] __folio_throttle_swaprate
     0.00%  my_executable  [kernel.vmlinux]            [k] vm_normal_folio
     0.00%  my_executable  [kernel.vmlinux]            [k] dev_gro_receive
     0.00%  my_executable  [kernel.vmlinux]            [k] __update_load_avg_blocked_se
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000e210
     0.00%  my_executable  [kernel.vmlinux]            [k] memcg_account_kmem
     0.00%  my_executable  [kernel.vmlinux]            [k] enqueue_task_stop
     0.00%  my_executable  libgomp.so.1.0.0            [.] gomp_barrier_wait
     0.00%  my_executable  [kernel.vmlinux]            [k] x2apic_send_IPI_mask
     0.00%  my_executable  [kernel.vmlinux]            [k] __enqueue_entity
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073bc9
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007318d
     0.00%  my_executable  [kernel.vmlinux]            [k] huge_pmd_set_accessed
     0.00%  my_executable  [kernel.vmlinux]            [k] insert_work
     0.00%  my_executable  [igb]                       [k] 0x0000000000007cb7
     0.00%  my_executable  [kernel.vmlinux]            [k] lruvec_stat_mod_folio.constprop.0
     0.00%  my_executable  libpmix.so.2.9.5            [.] pmix_net_finalize
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000732d2
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099480
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000732db
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_write_xmit
     0.00%  my_executable  [kernel.vmlinux]            [k] folio_remove_rmap_ptes
     0.00%  my_executable  [kernel.vmlinux]            [k] down_write
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073d60
     0.00%  my_executable  libopen-pal.so.80.0.2       [.] opal_mem_hooks_release_hook
     0.00%  my_executable  [kernel.vmlinux]            [k] sched_setnuma
     0.00%  my_executable  [kernel.vmlinux]            [k] __wake_up_locked_key
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000088387
     0.00%  my_executable  [kernel.vmlinux]            [k] enqueue_task
     0.00%  my_executable  [kernel.vmlinux]            [k] p4d_offset
     0.00%  my_executable  [kernel.vmlinux]            [k] folio_lock_anon_vma_read
     0.00%  my_executable  [kernel.vmlinux]            [k] kernfs_iop_get_link
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000159643
     0.00%  my_executable  [kernel.vmlinux]            [k] path_openat
     0.00%  my_executable  [kernel.vmlinux]            [k] anon_vma_interval_tree_iter_next
     0.00%  my_executable  [ixgbe]                     [k] 0x00000000000000b0
     0.00%  my_executable  [igb]                       [k] 0x000000000000a422
     0.00%  my_executable  [igb]                       [k] 0x00000000000013f9
     0.00%  my_executable  [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%  my_executable  [kernel.vmlinux]            [k] native_set_pmd
     0.00%  my_executable  [kernel.vmlinux]            [k] resched_curr
     0.00%  my_executable  [kernel.vmlinux]            [k] __switch_to
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007399a
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000a448
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009860
     0.00%  my_executable  [kernel.vmlinux]            [k] refill_obj_stock
     0.00%  my_executable  [kernel.vmlinux]            [k] strncpy_from_user
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009ae4
     0.00%  my_executable  [kernel.vmlinux]            [k] vm_normal_page
     0.00%  my_executable  [kernel.vmlinux]            [k] security_inode_permission
     0.00%  my_executable  libopen-pal.so.80.0.2       [.] opal_hash_table_get_value_ptr
     0.00%  my_executable  [kernel.vmlinux]            [k] preempt_schedule
     0.00%  my_executable  [kernel.vmlinux]            [k] _copy_to_iter
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007339a
     0.00%  my_executable  [kernel.vmlinux]            [k] may_open
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x00000000000089c4
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000e740
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000159fcd
     0.00%  my_executable  libc.so.6                   [.] 0x000000000005d13b
     0.00%  my_executable  [kernel.vmlinux]            [k] lockref_get_not_dead
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009af28
     0.00%  my_executable  libc.so.6                   [.] 0x00000000001572d4
     0.00%  my_executable  [kernel.vmlinux]            [k] rtnetlink_rcv_msg
     0.00%  my_executable  [kernel.vmlinux]            [k] __percpu_counter_sum
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073979
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073ab1
     0.00%  my_executable  [kernel.vmlinux]            [k] get_inode_acl
     0.00%  my_executable  libc.so.6                   [.] 0x00000000001574c1
     0.00%  my_executable  [kernel.vmlinux]            [k] __sys_recvmsg
     0.00%  my_executable  [nfs]                       [k] 0x0000000000005186
     0.00%  my_executable  [kernel.vmlinux]            [k] __fdget_pos
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] _dl_exception_create
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000002152
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009ae93
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x0000000000002147
     0.00%  my_executable  libopen-pal.so.80.0.2       [.] opal_cstring_create_l
     0.00%  my_executable  [kernel.vmlinux]            [k] probe_sched_switch
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x00000000000028f3
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000735f7
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a34c
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a355
     0.00%  my_executable  [kernel.vmlinux]            [k] __check_heap_object
     0.00%  my_executable  [kernel.vmlinux]            [k] __legitimize_path
     0.00%  my_executable  [kernel.vmlinux]            [k] kvfree_call_rcu
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009abc7
     0.00%  my_executable  [kernel.vmlinux]            [k] bpf_probe_read_kernel
     0.00%  my_executable  [kernel.vmlinux]            [k] node_tag_clear
     0.00%  my_executable  [kernel.vmlinux]            [k] copy_from_kernel_nofault
     0.00%  my_executable  [kernel.vmlinux]            [k] mntput_no_expire
     0.00%  my_executable  libudev.so.1.7.8            [.] 0x0000000000019257
     0.00%  my_executable  [kernel.vmlinux]            [k] __mutex_init
     0.00%  my_executable  [kernel.vmlinux]            [k] perf_event_groups_insert
     0.00%  my_executable  [kernel.vmlinux]            [k] getname_flags.part.0
     0.00%  my_executable  [kernel.vmlinux]            [k] alloc_vmap_area
     0.00%  my_executable  [kernel.vmlinux]            [k] path_lookupat
     0.00%  my_executable  libc.so.6                   [.] 0x000000000005d040
     0.00%  my_executable  [kernel.vmlinux]            [k] __memcg_slab_free_hook
     0.00%  my_executable  [kernel.vmlinux]            [k] get_current_fs_domain
     0.00%  my_executable  [kernel.vmlinux]            [k] do_sys_openat2
     0.00%  my_executable  [sunrpc]                    [k] 0x0000000000033b67
     0.00%  my_executable  libc.so.6                   [.] __sched_cpufree
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a99f
     0.00%  my_executable  [kernel.vmlinux]            [k] link_path_walk.part.0.constprop.0
     0.00%  my_executable  [kernel.vmlinux]            [k] __kmalloc_node
     0.00%  my_executable  libhwloc.so.15.7.0          [.] hwloc_linux_set_tid_cpubind
     0.00%  my_executable  [kernel.vmlinux]            [k] kernfs_unlink_open_file
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000097e36
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x000000000000290b
     0.00%  my_executable  [kernel.vmlinux]            [k] file_close_fd_locked
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x000000000000268d
     0.00%  my_executable  [kernel.vmlinux]            [k] perf_iterate_sb.constprop.0
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000157295
     0.00%  my_executable  libc.so.6                   [.] 0x000000000004d08a
     0.00%  my_executable  libc.so.6                   [.] 0x000000000015a044
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x0000000000002740
     0.00%  my_executable  [kernel.vmlinux]            [k] __virt_addr_valid
     0.00%  my_executable  libc.so.6                   [.] 0x00000000001593f4
     0.00%  my_executable  libc.so.6                   [.] 0x00000000001572b3
     0.00%  my_executable  libc.so.6                   [.] 0x00000000001594b5
     0.00%  my_executable  [kernel.vmlinux]            [k] copy_page_to_iter
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000156a31
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x00000000000025c2
     0.00%  my_executable  [kernel.vmlinux]            [k] fput
     0.00%  my_executable  libc.so.6                   [.] 0x000000000015ac9b
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000156a5e
     0.00%  my_executable  libc.so.6                   [.] _IO_fgets
     0.00%  my_executable  libc.so.6                   [.] 0x000000000015734d
     0.00%  my_executable  libc.so.6                   [.] 0x000000000015a000
     0.00%  my_executable  [kernel.vmlinux]            [k] perf_event_mmap_output
     0.00%  my_executable  libc.so.6                   [.] 0x000000000004d165
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x000000000000260a
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000159423
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000049eaa
     0.00%  my_executable  libc.so.6                   [.] 0x00000000001574a5
     0.00%  my_executable  libc.so.6                   [.] realloc
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x0000000000002815
     0.00%  my_executable  libc.so.6                   [.] 0x000000000004d058
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000007a82
     0.00%  my_executable  [kernel.vmlinux]            [k] mab_mas_cp
     0.00%  my_executable  libc.so.6                   [.] 0x000000000004d12c
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x00000000000027d0
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009b372
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000157587
     0.00%  my_executable  libc.so.6                   [.] 0x000000000004d113
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x00000000000025fa
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000156a20
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x00000000000025b2
     0.00%  my_executable  libc.so.6                   [.] 0x000000000015729b
     0.00%  my_executable  libc.so.6                   [.] 0x000000000004d1ef
     0.00%  my_executable  libudev.so.1.7.8            [.] 0x0000000000014d80
     0.00%  my_executable  libc.so.6                   [.] malloc_usable_size
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x0000000000002770
     0.00%  my_executable  libudev.so.1.7.8            [.] 0x000000000001fa93
     0.00%  my_executable  libudev.so.1.7.8            [.] 0x0000000000015a9a
     0.00%  my_executable  libhwloc.so.15.7.0          [.] hwloc_alloc_setup_object
     0.00%  my_executable  libudev.so.1.7.8            [.] 0x00000000000164e1
     0.00%  my_executable  [kernel.vmlinux]            [k] __lookup_mnt
     0.00%  my_executable  [kernel.vmlinux]            [k] put_pid
     0.00%  my_executable  libudev.so.1.7.8            [.] 0x00000000000159fe
     0.00%  my_executable  libudev.so.1.7.8            [.] 0x0000000000015d25
     0.00%  my_executable  [kernel.vmlinux]            [k] arch_stack_walk
     0.00%  my_executable  libudev.so.1.7.8            [.] 0x0000000000016249
     0.00%  my_executable  [kernel.vmlinux]            [k] bpf_lsm_inode_permission
     0.00%  my_executable  [kernel.vmlinux]            [k] __slab_free
     0.00%  my_executable  [kernel.vmlinux]            [k] mas_wr_end_piv
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000022cb0
     0.00%  my_executable  [kernel.vmlinux]            [k] try_module_get
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000002dba
     0.00%  my_executable  [kernel.vmlinux]            [k] device_show
     0.00%  my_executable  [kernel.vmlinux]            [k] strlen
     0.00%  my_executable  [kernel.vmlinux]            [k] pci_read_config
     0.00%  my_executable  libc.so.6                   [.] 0x000000000006119e
     0.00%  my_executable  [kernel.vmlinux]            [k] rpm_idle
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000023fc0
     0.00%  my_executable  [kernel.vmlinux]            [k] pte_alloc_one
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000988a
     0.00%  my_executable  [kernel.vmlinux]            [k] intel_pebs_aliases_ivb
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000e654
     0.00%  my_executable  [kernel.vmlinux]            [k] get_unused_fd_flags
     0.00%  my_executable  [kernel.vmlinux]            [k] perf_iterate_ctx
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009af0
     0.00%  my_executable  [kernel.vmlinux]            [k] kmalloc_node_trace
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000e5fe
     0.00%  my_executable  [kernel.vmlinux]            [k] __pm_runtime_resume
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000a21e
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000e5f4
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000e5f8
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000e570
     0.00%  my_executable  [kernel.vmlinux]            [k] __memcg_slab_post_alloc_hook
     0.00%  my_executable  [kernel.vmlinux]            [k] copy_mc_enhanced_fast_string
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009833
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x00000000000095f2
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000981f
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000a40b
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000a58d
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009af42
     0.00%  my_executable  [kernel.vmlinux]            [k] __check_object_size
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000055160
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a2de
     0.00%  my_executable  [kernel.vmlinux]            [k] rw_verify_area
     0.00%  my_executable  [kernel.vmlinux]            [k] kernfs_fop_open
     0.00%  my_executable  libc.so.6                   [.] pthread_mutex_lock
     0.00%  my_executable  libopen-pal.so.80.0.2       [.] opal_util_keyval_yylex
     0.00%  my_executable  libc.so.6                   [.] __isoc23_sscanf
     0.00%  my_executable  [kernel.vmlinux]            [k] folio_add_file_rmap_ptes
     0.00%  my_executable  libc.so.6                   [.] 0x00000000000638d5
     0.00%  my_executable  [ext4]                      [k] 0x000000000003ee6e
     0.00%  my_executable  [kernel.vmlinux]            [k] single_start
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009b1a
     0.00%  my_executable  libmpi.so.40.40.2           [.] ompi_errhandler_init
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000a44d
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009abf
     0.00%  my_executable  libc.so.6                   [.] 0x00000000001533d8
     0.00%  my_executable  libc.so.6                   [.] 0x000000000015b0ec
     0.00%  my_executable  [kernel.vmlinux]            [k] cpufreq_cpu_get_raw
     0.00%  my_executable  [kernel.vmlinux]            [k] seq_puts
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000df5a
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009a35
     0.00%  my_executable  [kernel.vmlinux]            [k] mas_wr_node_store
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x00000000000095b2
     0.00%  my_executable  libc.so.6                   [.] 0x000000000004d10c
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009756
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000e66c
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009815
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009afe
     0.00%  my_executable  libhwloc.so.15.7.0          [.] hwloc_bitmap_and
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000a42c
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000df5f
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000e5bd
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000159fed
     0.00%  my_executable  libc.so.6                   [.] 0x00000000000993b3
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000085207
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009799
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a778
     0.00%  my_executable  [kernel.vmlinux]            [k] security_file_free
     0.00%  my_executable  libpmix.so.2.9.5            [.] pmix_util_keyval_yylex
     0.00%  my_executable  libpmix.so.2.9.5            [.] pmix_pointer_array_set_item
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x00000000000235fc
     0.00%  my_executable  [kernel.vmlinux]            [k] migrate_disable
     0.00%  my_executable  [kernel.vmlinux]            [k] vm_mmap_pgoff
     0.00%  my_executable  libpmix.so.2.9.5            [.] pmix_pointer_array_add
     0.00%  my_executable  bpf_trampoline_6442532982   [k] bpf_trampoline_6442532982
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x00000000000097e5
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x00000000000097ec
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000a420
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009a7e
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009806
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x00000000000097aa
     0.00%  my_executable  libc.so.6                   [.] __close
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009830
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000986b
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000e5b2
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009826
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009828
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000982d
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099538
     0.00%  my_executable  libevent_core-2.1.so.7.0.1  [.] 0x000000000001fbf4
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000159820
     0.00%  my_executable  libhwloc.so.15.7.0          [.] 0x0000000000037440
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099570
     0.00%  my_executable  libhwloc.so.15.7.0          [.] 0x000000000003a44c
     0.00%  my_executable  libhwloc.so.15.7.0          [.] 0x0000000000039bc9
     0.00%  my_executable  libhwloc.so.15.7.0          [.] 0x00000000000399b0
     0.00%  my_executable  libhwloc.so.15.7.0          [.] 0x000000000003ae80
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099585
     0.00%  my_executable  [kernel.vmlinux]            [k] syscall_exit_to_user_mode_prepare
     0.00%  my_executable  [kernel.vmlinux]            [k] invalidate_user_asid
     0.00%  my_executable  libhwloc.so.15.7.0          [.] 0x0000000000039fe0
     0.00%  my_executable  [kernel.vmlinux]            [k] futex_wake
     0.00%  my_executable  libevent_core-2.1.so.7.0.1  [.] event_base_loop
     0.00%  my_executable  [kernel.vmlinux]            [k] slab_update_freelist.isra.0
     0.00%  my_executable  [kernel.vmlinux]            [k] __sched_setaffinity
     0.00%  my_executable  [kernel.vmlinux]            [k] sched_setaffinity
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000108a3a
     0.00%  my_executable  [kernel.vmlinux]            [k] wait_for_completion
     0.00%  my_executable  [kernel.vmlinux]            [k] affine_move_task
     0.00%  perf-exec      [kernel.vmlinux]            [k] perf_event_exec
     0.00%  perf-exec      [kernel.vmlinux]            [k] set_pte_vaddr_p4d
     0.00%  perf-exec      [kernel.vmlinux]            [k] __intel_pmu_enable_all.isra.0
     0.00%  perf-exec      [kernel.vmlinux]            [k] native_write_msr


#
# (Tip: To record callchains for each sample: perf record -g)
#
